EmployeeID,FullName,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Attrition
EMP-0377,Employee 377,48,Male,Research & Development,Manager,Other,17886.6,4,5,22,11,11,2,3,3,3,3,3,3,Yes,Travel_Rarely,0
EMP-0378,Employee 378,34,Male,Sales,Sales Executive,Other,7073.43,30,3,12,0,0,0,0,4,3,3,2,3,Yes,Travel_Rarely,0
EMP-0379,Employee 379,41,Male,Research & Development,Research Director,Other,12199.06,25,0,11,2,2,2,0,4,4,3,3,3,No,Non-Travel,0
EMP-0380,Employee 380,30,Male,Research & Development,Laboratory Technician,Life Sciences,6682.73,2,2,12,7,3,1,7,2,2,3,3,3,No,Travel_Rarely,0
EMP-0381,Employee 381,50,Female,Research & Development,Manager,Medical,8852.71,11,4,2,2,2,1,2,3,2,3,4,3,Yes,Travel_Rarely,0
EMP-0382,Employee 382,28,Male,Research & Development,Research Scientist,Life Sciences,6314.13,13,0,10,8,3,0,3,4,3,3,3,3,No,Travel_Rarely,0
EMP-0383,Employee 383,37,Male,Sales,Sales Representative,Technical Degree,2000.0,6,3,0,0,0,0,0,2,3,3,4,4,No,Travel_Frequently,1
EMP-0384,Employee 384,47,Female,Research & Development,Research Scientist,Other,7029.18,4,2,10,5,2,1,0,2,3,2,3,3,Yes,Travel_Rarely,1
EMP-0385,Employee 385,30,Male,Research & Development,Manager,Other,13237.18,15,4,10,10,4,6,7,2,2,2,3,3,Yes,Travel_Rarely,1
EMP-0386,Employee 386,34,Female,Research & Development,Laboratory Technician,Other,5882.32,1,3,11,6,0,2,5,2,4,1,3,3,No,Travel_Frequently,1
EMP-0387,Employee 387,22,Female,Sales,Sales Executive,Human Resources,5630.6,4,1,4,4,4,0,4,3,3,2,1,3,Yes,Travel_Rarely,1
EMP-0388,Employee 388,47,Male,Research & Development,Healthcare Representative,Human Resources,5276.94,6,4,11,0,0,0,0,4,2,3,2,3,No,Travel_Rarely,0
EMP-0389,Employee 389,38,Male,Research & Development,Research Scientist,Life Sciences,3729.07,16,1,2,2,1,0,2,3,4,2,3,3,No,Travel_Rarely,0
EMP-0390,Employee 390,36,Male,Research & Development,Manufacturing Director,Life Sciences,13497.42,1,2,18,2,0,2,0,4,1,4,3,3,Yes,Travel_Rarely,0
EMP-0391,Employee 391,54,Male,Sales,Sales Executive,Technical Degree,4817.32,11,4,11,0,0,0,0,2,2,3,2,3,No,Non-Travel,0
EMP-0392,Employee 392,26,Female,Research & Development,Manager,Technical Degree,12783.74,3,2,8,4,0,2,2,1,4,2,1,3,Yes,Travel_Rarely,0
EMP-0393,Employee 393,36,Male,Sales,Sales Executive,Human Resources,8625.64,12,3,18,8,3,2,6,3,4,1,3,3,No,Travel_Rarely,0
EMP-0394,Employee 394,30,Male,Sales,Manager,Medical,12011.93,10,1,10,5,3,1,0,3,2,2,2,3,No,Travel_Rarely,1
EMP-0395,Employee 395,61,Female,Research & Development,Laboratory Technician,Marketing,9172.93,1,0,16,8,7,0,1,4,3,3,3,3,Yes,Travel_Rarely,0
EMP-0396,Employee 396,29,Male,Human Resources,Manager,Marketing,7947.43,3,2,0,0,0,0,0,4,3,3,4,3,No,Travel_Frequently,0
EMP-0397,Employee 397,43,Male,Sales,Sales Executive,Human Resources,4873.1,4,4,5,5,4,2,5,1,4,1,3,3,Yes,Travel_Rarely,1
EMP-0398,Employee 398,26,Male,Sales,Sales Representative,Human Resources,5758.82,3,2,7,4,3,4,4,1,4,3,2,3,No,Non-Travel,0
EMP-0399,Employee 399,35,Male,Research & Development,Healthcare Representative,Marketing,8699.15,30,5,14,3,1,2,0,2,1,3,3,3,Yes,Travel_Rarely,1
EMP-0400,Employee 400,43,Female,Research & Development,Manufacturing Director,Technical Degree,9443.48,6,1,2,0,0,0,0,3,1,2,3,3,Yes,Travel_Rarely,0
EMP-0401,Employee 401,27,Female,Sales,Sales Representative,Technical Degree,6473.7,1,2,9,0,0,0,0,4,4,1,3,3,Yes,Travel_Rarely,0
EMP-0402,Employee 402,25,Female,Sales,Sales Representative,Marketing,2688.84,1,0,0,0,0,0,0,1,4,3,3,3,No,Travel_Rarely,0
EMP-0403,Employee 403,42,Male,Research & Development,Research Scientist,Medical,5720.0,7,1,14,14,4,1,7,4,3,3,1,3,No,Travel_Frequently,0
EMP-0404,Employee 404,25,Male,Sales,Sales Representative,Other,5973.07,1,3,5,5,3,0,5,4,1,2,3,3,No,Travel_Frequently,0
EMP-0405,Employee 405,45,Male,Sales,Sales Executive,Medical,9091.95,1,3,17,6,3,2,0,4,1,2,1,3,No,Travel_Rarely,0
EMP-0406,Employee 406,34,Female,Research & Development,Research Director,Life Sciences,9592.43,1,3,4,4,2,1,4,2,2,2,3,3,No,Travel_Rarely,0
EMP-0407,Employee 407,27,Male,Research & Development,Healthcare Representative,Marketing,7358.96,1,4,9,9,6,0,6,1,4,4,2,3,No,Travel_Rarely,0
EMP-0408,Employee 408,41,Male,Sales,Manager,Marketing,16209.95,15,2,19,0,0,0,0,3,4,2,4,4,No,Travel_Rarely,0
EMP-0409,Employee 409,24,Male,Research & Development,Research Director,Other,9381.02,7,4,6,6,3,0,3,3,4,4,3,3,No,Travel_Frequently,1
EMP-0410,Employee 410,53,Female,Research & Development,Healthcare Representative,Marketing,4764.78,13,2,6,2,2,2,2,4,1,2,3,3,No,Travel_Rarely,1
EMP-0411,Employee 411,34,Female,Sales,Sales Executive,Technical Degree,7736.12,1,1,10,5,5,0,4,3,2,4,3,4,No,Travel_Rarely,0
EMP-0412,Employee 412,39,Female,Research & Development,Manager,Other,10760.21,3,1,5,5,5,2,0,3,1,3,2,3,No,Travel_Rarely,0
EMP-0413,Employee 413,27,Male,Human Resources,Manager,Life Sciences,8760.51,3,3,1,0,0,0,0,3,3,3,2,3,No,Travel_Rarely,0
EMP-0414,Employee 414,23,Male,Sales,Sales Representative,Marketing,4225.71,5,4,5,5,4,3,5,1,3,3,3,3,Yes,Non-Travel,0
EMP-0415,Employee 415,35,Female,Sales,Sales Representative,Marketing,7356.85,5,3,16,7,4,0,3,4,4,3,3,3,Yes,Travel_Rarely,0
EMP-0416,Employee 416,24,Male,Research & Development,Manager,Life Sciences,11051.95,4,4,3,3,0,2,2,4,4,2,2,3,No,Travel_Rarely,0
EMP-0417,Employee 417,45,Male,Research & Development,Manufacturing Director,Marketing,14179.05,30,2,16,4,1,0,2,3,4,3,3,3,No,Travel_Rarely,0
EMP-0418,Employee 418,34,Male,Sales,Manager,Human Resources,11555.11,14,3,11,5,5,3,2,2,4,2,3,3,No,Travel_Rarely,0
EMP-0419,Employee 419,26,Female,Research & Development,Research Director,Marketing,9941.9,18,1,4,1,1,1,1,3,3,4,3,3,Yes,Travel_Rarely,0
EMP-0420,Employee 420,60,Male,Research & Development,Manager,Other,9614.78,4,2,2,0,0,0,0,1,1,3,2,3,No,Travel_Frequently,1
EMP-0421,Employee 421,34,Male,Sales,Sales Representative,Human Resources,6076.99,30,4,11,4,3,1,4,1,4,3,3,3,No,Travel_Frequently,0
EMP-0422,Employee 422,42,Male,Research & Development,Research Scientist,Other,4574.81,10,2,6,3,0,1,3,2,3,3,4,3,Yes,Travel_Rarely,0
EMP-0423,Employee 423,40,Female,Research & Development,Manager,Medical,11759.77,13,3,5,5,3,0,4,3,1,3,3,3,Yes,Travel_Rarely,0
EMP-0424,Employee 424,47,Male,Research & Development,Healthcare Representative,Human Resources,8239.98,13,2,16,5,0,2,3,2,4,4,2,3,No,Travel_Rarely,0
EMP-0425,Employee 425,37,Female,Research & Development,Healthcare Representative,Medical,8051.55,30,2,17,7,7,2,7,3,3,2,3,3,Yes,Travel_Rarely,1
EMP-0426,Employee 426,32,Male,Human Resources,Manager,Human Resources,9617.32,16,4,7,7,7,0,3,1,1,3,3,4,Yes,Travel_Frequently,1
EMP-0427,Employee 427,37,Male,Research & Development,Laboratory Technician,Other,3135.38,3,3,0,0,0,0,0,1,3,2,3,3,No,Travel_Rarely,1
EMP-0428,Employee 428,33,Male,Research & Development,Manufacturing Director,Life Sciences,12305.55,2,5,15,1,1,1,1,3,1,4,3,3,No,Non-Travel,0
EMP-0429,Employee 429,51,Male,Research & Development,Laboratory Technician,Human Resources,7380.67,13,0,16,16,1,0,5,3,1,2,3,3,No,Travel_Frequently,0
EMP-0430,Employee 430,37,Female,Research & Development,Research Director,Life Sciences,15524.85,1,3,19,8,4,5,6,4,4,4,1,3,No,Non-Travel,0
EMP-0431,Employee 431,31,Male,Research & Development,Manager,Technical Degree,9639.78,7,4,9,9,6,2,4,3,1,4,2,4,No,Travel_Rarely,0
EMP-0432,Employee 432,25,Female,Research & Development,Manager,Other,11662.48,21,3,7,6,3,4,4,4,1,3,3,4,No,Travel_Frequently,0
EMP-0433,Employee 433,49,Male,Research & Development,Manager,Marketing,20493.45,1,3,28,5,4,3,5,2,3,4,3,3,No,Travel_Rarely,0
EMP-0434,Employee 434,45,Female,Sales,Manager,Human Resources,12572.92,1,4,8,8,4,3,2,3,2,3,1,3,No,Non-Travel,0
EMP-0435,Employee 435,24,Male,Sales,Sales Executive,Life Sciences,2760.1,10,2,6,6,4,0,5,4,3,3,3,4,No,Travel_Rarely,0
EMP-0436,Employee 436,39,Female,Research & Development,Laboratory Technician,Medical,8208.62,1,2,16,9,6,3,9,2,4,1,2,3,No,Travel_Rarely,0
EMP-0437,Employee 437,42,Female,Research & Development,Research Scientist,Marketing,10218.07,14,3,23,2,2,0,2,1,4,2,2,3,No,Non-Travel,1
EMP-0438,Employee 438,32,Male,Research & Development,Manager,Human Resources,12065.3,3,3,7,7,2,2,0,2,4,2,2,4,No,Travel_Rarely,0
EMP-0439,Employee 439,34,Female,Research & Development,Research Scientist,Technical Degree,4218.65,8,4,12,4,4,0,4,1,3,1,3,3,Yes,Travel_Rarely,1
EMP-0440,Employee 440,35,Male,Sales,Sales Representative,Medical,4747.8,26,2,4,4,3,0,1,3,4,1,4,3,Yes,Travel_Frequently,0
EMP-0441,Employee 441,32,Male,Research & Development,Laboratory Technician,Human Resources,6122.63,13,1,13,8,5,1,4,1,1,3,3,3,No,Travel_Frequently,0
EMP-0442,Employee 442,48,Male,Research & Development,Manager,Marketing,12789.27,11,2,9,4,4,0,4,4,2,3,3,3,No,Travel_Frequently,0
EMP-0443,Employee 443,40,Male,Research & Development,Manufacturing Director,Human Resources,10325.63,19,2,5,5,5,1,3,4,3,4,2,3,No,Travel_Rarely,0
EMP-0444,Employee 444,41,Male,Sales,Sales Representative,Other,5624.06,1,3,10,10,0,1,4,4,2,2,3,4,No,Travel_Rarely,0
EMP-0445,Employee 445,29,Female,Research & Development,Manager,Technical Degree,13127.67,2,3,11,6,1,0,6,4,3,3,2,3,Yes,Travel_Rarely,0
EMP-0446,Employee 446,28,Female,Sales,Manager,Life Sciences,10994.85,5,2,10,7,0,1,5,2,3,3,2,3,No,Travel_Rarely,0
EMP-0447,Employee 447,41,Female,Research & Development,Research Director,Technical Degree,11643.6,1,3,10,9,2,5,0,1,1,3,3,3,No,Travel_Rarely,1
EMP-0448,Employee 448,50,Male,Sales,Sales Representative,Marketing,6041.48,3,3,5,5,3,4,5,1,3,3,2,3,No,Travel_Rarely,0
EMP-0449,Employee 449,44,Female,Research & Development,Manager,Marketing,10346.18,8,3,2,2,2,2,2,4,2,4,3,3,No,Travel_Rarely,0
EMP-0450,Employee 450,48,Male,Research & Development,Laboratory Technician,Marketing,6077.08,18,4,8,6,4,2,5,4,3,4,3,3,No,Travel_Rarely,0
EMP-0451,Employee 451,18,Male,Research & Development,Research Scientist,Life Sciences,2000.0,1,6,0,0,0,0,0,3,4,4,3,3,Yes,Travel_Rarely,0
EMP-0452,Employee 452,21,Male,Sales,Manager,Life Sciences,8822.29,14,4,3,2,2,1,0,4,2,1,2,3,Yes,Travel_Rarely,1
EMP-0453,Employee 453,27,Male,Sales,Manager,Technical Degree,8600.02,1,2,0,0,0,0,0,1,1,3,4,3,Yes,Travel_Frequently,1
EMP-0454,Employee 454,41,Female,Research & Development,Laboratory Technician,Life Sciences,3731.75,9,4,0,0,0,0,0,3,3,4,3,3,Yes,Travel_Frequently,0
EMP-0455,Employee 455,35,Male,Research & Development,Laboratory Technician,Medical,7551.52,1,1,15,5,4,1,3,1,4,3,2,3,No,Travel_Frequently,0
EMP-0456,Employee 456,35,Female,Research & Development,Healthcare Representative,Life Sciences,6769.72,8,0,11,3,0,1,0,2,2,3,3,3,No,Travel_Rarely,0
EMP-0457,Employee 457,29,Male,Research & Development,Healthcare Representative,Human Resources,5117.77,1,5,7,0,0,0,0,4,2,3,3,3,No,Travel_Rarely,0
EMP-0458,Employee 458,31,Female,Research & Development,Manager,Marketing,10822.41,5,0,7,5,5,0,3,3,1,3,3,3,No,Travel_Rarely,0
EMP-0459,Employee 459,25,Male,Sales,Sales Executive,Marketing,7582.58,3,2,7,4,4,0,0,2,4,3,3,3,No,Travel_Rarely,0
EMP-0460,Employee 460,37,Female,Research & Development,Manager,Human Resources,10924.11,24,5,10,5,3,3,1,1,3,2,2,3,Yes,Travel_Rarely,1
EMP-0461,Employee 461,47,Female,Research & Development,Manufacturing Director,Other,14733.31,1,3,13,5,4,1,5,1,3,2,3,3,Yes,Travel_Rarely,0
EMP-0462,Employee 462,40,Male,Research & Development,Healthcare Representative,Life Sciences,5251.23,26,4,8,7,4,0,5,2,1,4,3,3,No,Travel_Rarely,1
EMP-0463,Employee 463,35,Female,Sales,Sales Executive,Technical Degree,7653.01,4,2,12,0,0,0,0,1,1,4,3,3,No,Travel_Frequently,1
EMP-0464,Employee 464,34,Male,Sales,Manager,Marketing,11930.92,4,2,11,8,8,2,8,4,4,2,3,3,No,Travel_Rarely,0
EMP-0465,Employee 465,51,Male,Research & Development,Healthcare Representative,Medical,5170.23,1,2,8,8,2,5,6,4,2,3,3,3,No,Travel_Rarely,0
EMP-0466,Employee 466,36,Male,Research & Development,Laboratory Technician,Life Sciences,11487.98,4,1,18,5,0,2,4,3,2,4,3,3,Yes,Non-Travel,0
EMP-0467,Employee 467,27,Female,Research & Development,Laboratory Technician,Human Resources,4959.39,7,5,9,3,3,0,3,3,4,4,3,3,Yes,Travel_Rarely,0
EMP-0468,Employee 468,45,Male,Research & Development,Research Scientist,Human Resources,9646.29,3,1,24,2,0,0,2,4,3,2,3,4,No,Travel_Rarely,0
EMP-0469,Employee 469,34,Female,Research & Development,Laboratory Technician,Technical Degree,6802.25,7,1,13,7,3,2,7,2,3,4,3,3,No,Travel_Rarely,0
EMP-0470,Employee 470,35,Female,Research & Development,Research Scientist,Technical Degree,3966.5,26,2,10,9,3,0,4,3,1,4,3,3,No,Travel_Rarely,1
EMP-0471,Employee 471,47,Female,Human Resources,Manager,Technical Degree,11439.92,2,2,7,7,7,3,6,4,2,2,3,3,Yes,Travel_Rarely,0
EMP-0472,Employee 472,37,Female,Research & Development,Research Scientist,Technical Degree,3037.59,3,4,0,0,0,0,0,2,2,2,2,3,No,Travel_Rarely,1
EMP-0473,Employee 473,46,Male,Sales,Sales Representative,Medical,2455.28,6,3,0,0,0,0,0,4,3,2,3,4,Yes,Travel_Rarely,0
EMP-0474,Employee 474,19,Male,Human Resources,Manager,Life Sciences,9718.12,1,2,1,1,1,1,0,3,4,2,2,3,No,Travel_Frequently,0
EMP-0475,Employee 475,41,Male,Research & Development,Manager,Other,13858.9,7,0,14,14,1,3,2,3,3,3,2,3,No,Travel_Rarely,0
EMP-0476,Employee 476,48,Female,Research & Development,Research Director,Technical Degree,14524.35,4,3,18,10,4,4,3,4,3,1,2,3,No,Travel_Frequently,0
EMP-0477,Employee 477,43,Female,Sales,Sales Representative,Human Resources,2000.0,1,0,0,0,0,0,0,2,1,4,2,3,Yes,Travel_Rarely,1
EMP-0478,Employee 478,20,Female,Research & Development,Healthcare Representative,Life Sciences,2785.88,1,1,2,2,1,2,2,4,3,3,4,3,Yes,Travel_Rarely,0
EMP-0479,Employee 479,27,Male,Research & Development,Research Scientist,Medical,2000.0,12,2,0,0,0,0,0,1,4,2,3,3,No,Non-Travel,1
EMP-0480,Employee 480,41,Male,Research & Development,Research Director,Human Resources,9409.23,3,2,0,0,0,0,0,1,1,1,2,3,No,Travel_Frequently,1
EMP-0481,Employee 481,40,Male,Research & Development,Research Scientist,Medical,8007.36,9,0,15,3,3,2,3,4,4,4,3,3,No,Travel_Rarely,0
EMP-0482,Employee 482,38,Male,Research & Development,Laboratory Technician,Other,4581.58,9,6,11,1,1,1,1,4,1,3,4,3,No,Non-Travel,0
EMP-0483,Employee 483,34,Male,Research & Development,Manager,Human Resources,10125.27,5,3,4,4,2,2,0,2,2,4,2,3,No,Travel_Frequently,0
EMP-0484,Employee 484,42,Female,Sales,Sales Representative,Medical,3738.23,20,3,4,4,4,2,4,4,2,4,4,3,No,Travel_Rarely,0
EMP-0485,Employee 485,37,Male,Sales,Sales Executive,Human Resources,2000.0,1,6,3,3,3,3,2,4,2,2,2,3,Yes,Travel_Rarely,1
EMP-0486,Employee 486,19,Male,Research & Development,Research Scientist,Life Sciences,3007.15,3,1,1,1,0,1,1,4,4,2,2,4,No,Non-Travel,0
EMP-0487,Employee 487,52,Female,Sales,Sales Representative,Human Resources,3061.33,11,2,6,6,1,2,6,1,1,3,3,3,No,Travel_Rarely,0
EMP-0488,Employee 488,40,Male,Research & Development,Research Scientist,Life Sciences,8955.94,2,4,14,11,0,0,4,1,1,2,2,3,No,Travel_Rarely,0
EMP-0489,Employee 489,39,Male,Research & Development,Research Director,Medical,13495.29,18,3,12,8,0,2,4,3,3,1,3,3,No,Travel_Frequently,0
EMP-0490,Employee 490,26,Male,Research & Development,Manufacturing Director,Other,12040.13,2,3,8,0,0,0,0,4,3,4,3,4,No,Travel_Rarely,0
EMP-0491,Employee 491,43,Female,Research & Development,Manufacturing Director,Life Sciences,9173.17,12,3,8,8,0,0,3,3,2,4,3,3,No,Travel_Frequently,0
EMP-0492,Employee 492,37,Male,Sales,Manager,Other,11342.46,12,2,7,7,4,1,2,4,3,2,3,4,No,Travel_Rarely,0
EMP-0493,Employee 493,53,Female,Research & Development,Healthcare Representative,Marketing,8032.21,13,3,17,4,0,0,3,1,2,1,2,3,No,Travel_Rarely,0
EMP-0494,Employee 494,37,Female,Research & Development,Research Scientist,Other,4497.55,30,4,7,5,5,4,2,4,4,2,3,3,No,Travel_Rarely,1
EMP-0495,Employee 495,28,Female,Human Resources,Human Resources,Medical,5816.31,30,4,10,10,3,3,6,3,2,2,2,3,No,Travel_Rarely,1
EMP-0496,Employee 496,40,Female,Research & Development,Research Scientist,Medical,5745.69,1,1,13,12,4,2,3,3,3,2,3,3,Yes,Travel_Rarely,1
EMP-0497,Employee 497,27,Male,Research & Development,Manufacturing Director,Other,11138.29,8,3,8,3,0,3,3,2,4,3,3,3,No,Travel_Rarely,0
EMP-0498,Employee 498,37,Female,Research & Development,Healthcare Representative,Life Sciences,8925.24,10,1,19,0,0,0,0,1,4,1,1,4,No,Travel_Rarely,0
EMP-0499,Employee 499,25,Female,Research & Development,Manufacturing Director,Marketing,12096.76,5,1,6,4,0,0,4,3,2,3,4,3,No,Non-Travel,0
EMP-0500,Employee 500,36,Male,Human Resources,Manager,Other,11377.77,7,5,8,8,3,1,4,4,3,3,2,3,No,Travel_Frequently,0
EMP-0501,Employee 501,35,Female,Research & Development,Manager,Medical,9631.98,13,3,8,1,1,1,1,1,1,3,3,4,No,Travel_Rarely,0
EMP-0502,Employee 502,31,Male,Sales,Sales Executive,Marketing,5260.07,28,3,5,5,5,1,0,3,3,3,3,3,Yes,Travel_Rarely,0
EMP-0503,Employee 503,25,Male,Human Resources,Human Resources,Human Resources,5404.5,30,2,7,7,0,3,2,2,1,2,3,3,No,Travel_Frequently,1
EMP-0504,Employee 504,25,Female,Research & Development,Manufacturing Director,Life Sciences,9858.47,6,2,7,7,2,2,5,4,1,3,3,3,Yes,Travel_Frequently,0
EMP-0505,Employee 505,38,Male,Sales,Sales Executive,Life Sciences,5098.55,6,3,7,7,2,1,2,3,3,3,3,3,No,Travel_Rarely,0
EMP-0506,Employee 506,34,Male,Human Resources,Manager,Life Sciences,14121.48,2,2,13,7,6,2,2,3,2,4,2,3,No,Travel_Rarely,0
EMP-0507,Employee 507,44,Male,Human Resources,Manager,Life Sciences,15023.9,16,1,13,13,5,2,3,2,3,4,1,4,No,Travel_Rarely,0
EMP-0508,Employee 508,33,Male,Human Resources,Human Resources,Technical Degree,3759.17,1,1,3,3,3,0,3,3,2,4,3,3,No,Travel_Frequently,0
EMP-0509,Employee 509,29,Male,Research & Development,Laboratory Technician,Other,5105.65,8,1,7,2,2,0,2,2,2,3,3,3,No,Travel_Rarely,0
EMP-0510,Employee 510,27,Male,Research & Development,Laboratory Technician,Other,8434.59,10,3,9,6,2,1,4,4,2,3,3,3,Yes,Travel_Rarely,0
EMP-0511,Employee 511,26,Female,Sales,Manager,Other,11008.43,5,2,3,3,3,2,3,3,3,1,4,3,No,Travel_Frequently,0
EMP-0512,Employee 512,37,Male,Research & Development,Manager,Human Resources,8864.48,11,2,2,2,2,0,2,1,3,4,2,3,Yes,Non-Travel,1
EMP-0513,Employee 513,51,Female,Sales,Sales Executive,Human Resources,9104.39,4,5,17,11,0,3,10,1,3,2,4,3,No,Travel_Rarely,1
EMP-0514,Employee 514,39,Male,Research & Development,Research Scientist,Marketing,6897.74,2,1,11,4,1,1,4,4,4,3,3,3,No,Travel_Frequently,1
EMP-0515,Employee 515,52,Male,Research & Development,Manufacturing Director,Other,9389.65,30,3,0,0,0,0,0,3,4,3,3,3,No,Travel_Frequently,0
EMP-0516,Employee 516,46,Male,Research & Development,Research Scientist,Other,7007.74,12,3,12,11,3,5,9,4,4,3,3,3,No,Travel_Rarely,0
EMP-0517,Employee 517,41,Male,Research & Development,Research Director,Life Sciences,12599.65,5,4,12,0,0,0,0,3,3,4,3,3,Yes,Travel_Rarely,0
EMP-0518,Employee 518,37,Female,Research & Development,Manager,Human Resources,11271.15,2,3,9,1,1,1,1,3,1,2,2,3,No,Travel_Rarely,0
EMP-0519,Employee 519,32,Female,Research & Development,Manager,Medical,12157.13,1,2,13,10,6,0,3,1,3,1,3,3,No,Travel_Rarely,0
EMP-0520,Employee 520,54,Male,Research & Development,Manufacturing Director,Human Resources,12304.16,5,2,14,9,0,3,1,4,4,3,3,3,Yes,Travel_Rarely,0
EMP-0521,Employee 521,34,Male,Sales,Sales Representative,Technical Degree,8387.86,4,0,14,5,3,1,3,2,1,3,3,3,No,Travel_Rarely,0
EMP-0522,Employee 522,41,Male,Research & Development,Research Scientist,Life Sciences,8092.48,11,1,13,5,5,4,2,1,1,3,1,3,No,Travel_Rarely,0
EMP-0523,Employee 523,46,Male,Sales,Sales Representative,Other,8383.34,5,2,18,5,5,3,1,1,3,4,2,3,No,Travel_Rarely,0
EMP-0524,Employee 524,23,Female,Research & Development,Healthcare Representative,Life Sciences,2902.45,17,1,5,5,0,0,5,1,4,3,2,4,No,Travel_Rarely,1
EMP-0525,Employee 525,26,Male,Research & Development,Manager,Medical,14015.15,6,5,8,6,5,0,4,1,2,3,3,3,No,Travel_Rarely,1
EMP-0526,Employee 526,23,Female,Sales,Sales Executive,Human Resources,2000.0,28,5,0,0,0,0,0,3,3,2,3,3,No,Travel_Rarely,0
EMP-0527,Employee 527,27,Male,Research & Development,Laboratory Technician,Other,6727.29,19,2,9,9,7,0,4,2,1,4,4,3,Yes,Travel_Frequently,1
EMP-0528,Employee 528,36,Female,Sales,Sales Representative,Technical Degree,5892.45,6,0,14,7,3,4,7,3,4,3,3,3,No,Travel_Rarely,0
EMP-0529,Employee 529,47,Male,Sales,Manager,Technical Degree,12867.16,2,0,14,13,0,2,9,4,2,2,3,3,No,Non-Travel,0
EMP-0530,Employee 530,29,Male,Research & Development,Manager,Human Resources,12646.23,1,1,7,0,0,0,0,3,3,4,4,4,No,Travel_Rarely,0
EMP-0531,Employee 531,49,Male,Research & Development,Healthcare Representative,Marketing,8857.86,1,0,16,9,3,4,3,3,4,2,4,4,No,Travel_Rarely,0
EMP-0532,Employee 532,34,Male,Human Resources,Manager,Life Sciences,12589.74,16,3,9,9,2,1,9,4,3,4,4,3,No,Travel_Rarely,0
EMP-0533,Employee 533,32,Male,Research & Development,Research Scientist,Other,5374.3,4,3,7,1,0,1,1,1,4,2,3,3,Yes,Travel_Frequently,0
EMP-0534,Employee 534,37,Male,Research & Development,Manager,Medical,16822.89,11,1,19,2,0,0,0,4,1,3,3,3,No,Travel_Rarely,0
EMP-0535,Employee 535,34,Female,Research & Development,Manufacturing Director,Other,11185.66,8,3,7,3,0,2,3,4,4,3,2,3,Yes,Travel_Rarely,0
EMP-0536,Employee 536,33,Female,Research & Development,Research Director,Technical Degree,13986.37,14,0,15,5,2,4,5,1,2,1,3,3,No,Non-Travel,0
EMP-0537,Employee 537,42,Female,Human Resources,Human Resources,Medical,4697.5,1,2,3,3,3,0,3,3,2,3,2,3,Yes,Travel_Rarely,0
EMP-0538,Employee 538,19,Male,Human Resources,Human Resources,Technical Degree,3723.4,1,0,1,1,1,1,1,1,1,2,4,3,No,Travel_Rarely,1
EMP-0539,Employee 539,46,Male,Research & Development,Research Director,Medical,18482.76,29,3,26,14,10,3,5,3,4,4,3,3,Yes,Travel_Rarely,0
EMP-0540,Employee 540,55,Male,Human Resources,Manager,Marketing,9353.33,7,3,4,0,0,0,0,3,2,3,2,3,Yes,Travel_Rarely,0
EMP-0541,Employee 541,40,Male,Research & Development,Manufacturing Director,Technical Degree,13308.1,7,1,18,10,7,1,3,4,3,2,3,3,Yes,Travel_Rarely,0
EMP-0542,Employee 542,30,Female,Research & Development,Healthcare Representative,Medical,5036.8,2,3,12,7,3,2,0,4,3,4,4,3,No,Travel_Rarely,1
EMP-0543,Employee 543,36,Male,Research & Development,Healthcare Representative,Other,4233.53,17,3,7,6,4,0,2,3,2,3,4,4,No,Non-Travel,0
EMP-0544,Employee 544,52,Male,Research & Development,Laboratory Technician,Marketing,5446.19,9,3,11,2,1,2,2,4,3,2,3,3,No,Travel_Frequently,0
EMP-0545,Employee 545,28,Male,Research & Development,Research Director,Medical,10107.97,3,2,10,10,6,3,0,2,3,4,3,3,No,Travel_Rarely,0
EMP-0546,Employee 546,36,Male,Research & Development,Research Director,Medical,14984.12,18,3,18,1,0,1,0,4,1,4,4,3,No,Non-Travel,0
EMP-0547,Employee 547,23,Male,Research & Development,Research Director,Human Resources,9574.81,9,4,2,2,2,2,2,2,4,4,3,3,Yes,Travel_Rarely,0
EMP-0548,Employee 548,18,Male,Research & Development,Research Scientist,Technical Degree,2000.0,2,4,0,0,0,0,0,4,3,1,4,4,Yes,Travel_Rarely,0
EMP-0549,Employee 549,41,Female,Sales,Sales Executive,Technical Degree,8347.52,13,3,17,3,3,0,3,2,4,4,3,3,No,Travel_Rarely,0
EMP-0550,Employee 550,39,Male,Research & Development,Laboratory Technician,Medical,6181.18,1,1,14,3,3,2,3,4,1,3,3,3,No,Travel_Rarely,0
EMP-0551,Employee 551,47,Male,Research & Development,Manager,Marketing,12623.61,5,0,11,0,0,0,0,1,3,1,3,4,No,Travel_Rarely,0
EMP-0552,Employee 552,31,Female,Research & Development,Manufacturing Director,Life Sciences,13104.54,11,2,9,8,2,0,1,1,1,2,4,3,Yes,Travel_Rarely,0
EMP-0553,Employee 553,45,Male,Human Resources,Human Resources,Technical Degree,3602.69,16,2,0,0,0,0,0,1,4,3,3,3,No,Travel_Rarely,0
